Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
13,"J Barbosa, P Leitão, J Teixeira","Empowering a cyber-physical system for a modular conveyor system with self-organization",2018,"Service Orientation in Holonic and Multi …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-73751-5_12","https://scholar.google.com/scholar?cites=8980611643299081083&as_sdt=2005&sciodt=2007&hl=en",79,"2023-12-28 21:36:16","","10.1007/978-3-319-73751-5_12","","",,,,,13,2.60,4,3,5,"… The Industry 4.0 advent, advocating the digitalization and transformation of current … cyber-physical conveyors. Each individual cyber-physical conveyor is composed by a conveyor belt, …","https://bibliotecadigital.ipb.pt/bitstream/10198/15480/1/382.pdf","https://scholar.google.com/scholar?q=related:eyuUULWKoXwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
21,"T Borsch, AD Stevens, E Häffner, A Güntsch…","A complete digitization of German herbaria is possible, sensible and should be started now",2020,"Research Ideas and …","riojournal.com","https://riojournal.com/article/50675/download/pdf/","https://scholar.google.com/scholar?cites=10210716458574219264&as_sdt=2005&sciodt=2007&hl=en",80,"2023-12-28 21:36:16","PDF","","","",,,,,21,7.00,4,5,3,"… Despite the successful industrial-scale digitization initiatives in other countries, the use of high throughput digitization techniques like a conveyor belt or digitization station have - for …","https://riojournal.com/article/50675/download/pdf/","https://scholar.google.com/scholar?q=related:AAiNN4XAs40J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
43,"B Cattero, M D'Onofrio","Organizing and collective bargaining in the digitized “tertiary factories” of Amazon: A comparison between Germany and Italy",2018,"… Organizational Perspectives on the Digitalization …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-77329-2_8","https://scholar.google.com/scholar?cites=15798069227722145477&as_sdt=2005&sciodt=2007&hl=en",81,"2023-12-28 21:36:16","","10.1007/978-3-319-77329-2_8","","",,,,,43,8.60,22,2,5,"… A similar situation, though with different technology, can be observed during the phase of packing, where thanks to the conveyor belt the pace of work can be determined and control …","","https://scholar.google.com/scholar?q=related:xX5ox0IEPtsJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"CP Guilcazo, JS Nuñez, JS Ortiz…","Robot Manipulator Applied to Bottle Filling Processes: An Approach in the Teaching-Learning Process",2023,"Proceedings of the Future …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-47454-5_4","",82,"2023-12-28 21:36:16","","10.1007/978-3-031-47454-5_4","","",,,,,0,0.00,0,4,1,"… considers mainly the digitization of the industrial environment, bottles, conveyor belt and the … 7: i) Transportation, at this stage, the bottles are moved on a conveyor belt until they are …","",""
0,"L Budai","Industry 4.0 technological solutions and their education concept in the Bosch smart shop floor laboratory",2020,"Digitalization in International Trade and E …","publikaciotar.uni-bge.hu","http://publikaciotar.uni-bge.hu/1667/1/DITEC%20EDITED-108-131.pdf","",83,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,1,3,"… places on the conveyor belt of the “conveyor system with identification”. The conveyor belt should now transport the workpiece carriers to the other end of the conveyor belt. When the …","http://publikaciotar.uni-bge.hu/1667/1/DITEC%20EDITED-108-131.pdf","https://scholar.google.com/scholar?q=related:lv3kdR-vNvIJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"R Wenighofer, G Six, R Galler…","Cameras for digitized 3D geological documentation of the tunnel face from cutterheads of TBMs: Ortsbrustkameras zur digitalen geologischen 3D‐Dokumentation aus …",2017,"Geomechanics and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/geot.201700047","https://scholar.google.com/scholar?cites=3189350254248378944&as_sdt=2005&sciodt=2007&hl=en",84,"2023-12-28 21:36:16","","10.1002/geot.201700047","","",,,,,2,0.33,1,4,6,"… The camera is mainly deployed with concurrent tunnelling activities, including mainly conveyor belt extensions, exploratory drilling and further activities, during which geological …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/geot.201700047","https://scholar.google.com/scholar?q=related:QMLGiCjZQiwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
30,"A Shrivastava, KM Krishna, ML Rinawa, M Soni…","Inclusion of IoT, ML, and blockchain technologies in next generation industry 4.0 environment",2023,"Materials Today …","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214785321051324","https://scholar.google.com/scholar?cites=3585905118730120696&as_sdt=2005&sciodt=2007&hl=en",85,"2023-12-28 21:36:16","","","","",,,,,30,30.00,6,5,1,"… ) is the current development of the digitized industry owing to … , end-to-end digitalization. According to the Industry 4.0 vision… conveyor belt on partial stages - much faster and cheaper [8]. …","https://www.researchgate.net/profile/Gowtham-Ramkumar/publication/353440374_Inclusion_of_IoT_ML_and_Blockchain_Technologies_in_Next_Generation_Industry_40_Environment/links/6241da3d5e2f8c7a0345644a/Inclusion-of-IoT-ML-and-Blockchain-Technologies-in-Next-Generation-Industry-40-Environment.pdf","https://scholar.google.com/scholar?q=related:-O0p4LSxwzEJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"Y Liu, L Chen, F Li, F Liang, G Jin","Note: A high count rate real-time digital processing method for PGNAA data acquisition system",2017,"Review of Scientific Instruments","pubs.aip.org","https://pubs.aip.org/aip/rsi/article/88/7/076101/991594","https://scholar.google.com/scholar?cites=10447113365161252001&as_sdt=2005&sciodt=2007&hl=en",86,"2023-12-28 21:36:16","HTML","","","",,,,,2,0.33,0,5,6,"The prompt gamma neutron activation analysis (PGNAA) technique is a real-time online method to analyze the composition of industrial materials. This paper presents a data …","https://pubs.aip.org/aip/rsi/article/88/7/076101/991594","https://scholar.google.com/scholar?q=related:oRSsIkGa-5AJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"MА Isaeva, IG Salimgaraeva","The impact of digitalization on the development of quality management system",2021,"","vital.lib.tsu.ru","https://vital.lib.tsu.ru/vital/access/services/Download/koha:000846465/SOURCE1","",87,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,2,2,"… aspects of digitalization, the question arises: ""Are situations possible when digitalization does … The conveyor belt system proved to be very complex and the factory in Fremont, California, …","https://vital.lib.tsu.ru/vital/access/services/Download/koha:000846465/SOURCE1","https://scholar.google.com/scholar?q=related:Y9hIKIe3MaoJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
32,"A Curtis, B Küppers, S Möllnitz, K Khodier, R Sarc","Real time material flow monitoring in mechanical waste processing and the relevance of fluctuations",2021,"Waste management","Elsevier","https://www.sciencedirect.com/science/article/pii/S0956053X20306085","https://scholar.google.com/scholar?cites=10355490002266089594&as_sdt=2005&sciodt=2007&hl=en",88,"2023-12-28 21:36:16","HTML","","","",,,,,32,16.00,6,5,2,"… Large deficits in the digitalization of mechanical waste treatment plants (smart waste factory) … The material transfer from the bunker conveyor belt to the acceleration belt on the SBS-…","https://www.sciencedirect.com/science/article/pii/S0956053X20306085","https://scholar.google.com/scholar?q=related:eugtlEoXto8J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"A Madarapu, JSGS Rajaputra, TS Hitesh, YP Bhaskar","Design and Simulation of Robot Gripper and Conveyor System for Workstations",,"researchgate.net","","https://www.researchgate.net/profile/Sai-Singh-3/publication/374743234_Design_and_Simulation_of_Robot_Gripper_and_Conveyor_System_for_Workstations/links/652d12667d0cf66a67328332/Design-and-Simulation-of-Robot-Gripper-and-Conveyor-System-for-Workstations.pdf","",89,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,4,,"… The core of the Industry 4.0 is made up of digitalization and … of ore in a conveyor belt that is not equipped with a belt weigher. … a conveyor belt and iron ore flow measurements from a belt …","https://www.researchgate.net/profile/Sai-Singh-3/publication/374743234_Design_and_Simulation_of_Robot_Gripper_and_Conveyor_System_for_Workstations/links/652d12667d0cf66a67328332/Design-and-Simulation-of-Robot-Gripper-and-Conveyor-System-for-Workstations.pdf",""
2,"J Kopec, L Lachvajderová, M Kliment…","Simulation processes in companies using PLM and Tecnomatix plant simulation software",2021,"TECHNOLOGY","researchgate.net","https://www.researchgate.net/profile/Laura-Lachvajderova-2/publication/358071205_SIMULATION_PROCESSES_IN_COMPANIES_USING_PLM_AND_TECNOMATIX_PLANT_SIMULATION_SOFTWARE/links/6317849a5eed5e4bd14f30ab/SIMULATION-PROCESSES-IN-COMPANIES-USING-PLM-AND-TECNOMATIX-PLANT-SIMULATION-SOFTWARE.pdf","https://scholar.google.com/scholar?cites=18287600910079506915&as_sdt=2005&sciodt=2007&hl=en",90,"2023-12-28 21:36:16","PDF","","","",,,,,2,1.00,1,4,2,"… The digitization process is used for this. Thanks to digital simulations, it is possible to … conveyor belts (Fig.11). The advantage of conveyor belts over conveyors is that the conveyor belts …","https://www.researchgate.net/profile/Laura-Lachvajderova-2/publication/358071205_SIMULATION_PROCESSES_IN_COMPANIES_USING_PLM_AND_TECNOMATIX_PLANT_SIMULATION_SOFTWARE/links/6317849a5eed5e4bd14f30ab/SIMULATION-PROCESSES-IN-COMPANIES-USING-PLM-AND-TECNOMATIX-PLANT-SIMULATION-SOFTWARE.pdf","https://scholar.google.com/scholar?q=related:4zlmxyKcyv0J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
27,"TW Lim","Industrial revolution 4.0, tech giants, and digitized societies",2019,"","Springer","https://link.springer.com/content/pdf/10.1007/978-981-13-7470-8.pdf","https://scholar.google.com/scholar?cites=2605267774507521923&as_sdt=2005&sciodt=2007&hl=en",91,"2023-12-28 21:36:16","BOOK","10.1007/978-981-13-7470-8","","",,,,,27,6.75,27,1,4,"… It made the conveyor belt format of production possible. Fordism went a step ahead and made the products affordable for the workers who manufactured them. This effectively creates a …","","https://scholar.google.com/scholar?q=related:gxdL1DzFJyQJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
32,"P Poór, T Broum, J Basl","Role of collaborative robots in industry 4.0 with target on education in industrial engineering",2019,"2019 4th international conference on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9058835/","https://scholar.google.com/scholar?cites=17232557445156286694&as_sdt=2005&sciodt=2007&hl=en",92,"2023-12-28 21:36:16","","","","",,,,,32,8.00,11,3,4,"… digitalization and integration of horizontal and vertical value chains, digitization of products and services offered, digitization … collaborative robot and conveyor belt system is performing …","","https://scholar.google.com/scholar?q=related:5rANwrFXJu8J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
17,"GT Hickman, M Saffman","Speed, retention loss, and motional heating of atoms in an optical conveyor belt",2020,"Physical Review A","APS","https://journals.aps.org/pra/abstract/10.1103/PhysRevA.101.063411","https://scholar.google.com/scholar?cites=12996862267271493531&as_sdt=2005&sciodt=2007&hl=en",93,"2023-12-28 21:36:16","","10.1103/PhysRevA.101.063411","","",,,,,17,5.67,9,2,3,"… After verifying the accuracy of the model in this way, we use it to briefly investigate the relationship of motional heating and retention loss to the digitized update rates of the AOM …","https://link.aps.org/pdf/10.1103/PhysRevA.101.063411","https://scholar.google.com/scholar?q=related:mzdlK18hXrQJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
5,"C Ofoma","Digitalization Driven Public Service and Service Delivery: the Nigeria'S Experience",2021,"Journal of Public Administration, Finance and Law","ceeol.com","https://www.ceeol.com/search/article-detail?id=1073788","https://scholar.google.com/scholar?cites=13702906924676163033&as_sdt=2005&sciodt=2007&hl=en",94,"2023-12-28 21:36:16","","","","",,,,,5,2.50,5,1,2,"… It is a conveyor belt through which government presence is felt by the citizens as it translates government policies into tangible services. Fundamentally, public service exists to serve the …","https://www.researchgate.net/profile/Ofoma-Chinedu/publication/358242984_DIGITALIZATION_DRIVEN_PUBLIC_SERVICE_AND_SERVICE_DELIVERY_THE_NIGERIA%27S_EXPERIENCE/links/61f7ffd54393577abe01ef00/DIGITALIZATION-DRIVEN-PUBLIC-SERVICE-AND-SERVICE-DELIVERY-THE-NIGERIAS-EXPERIENCE.pdf","https://scholar.google.com/scholar?q=related:2SWQMz-BKr4J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
8,"R Huo, S Zeng, Y Di, X Cheng, T Huang…","A blockchain-enabled trusted identifier co-governance architecture for the industrial internet of things",2022,"IEEE …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9799789/","https://scholar.google.com/scholar?cites=9481434895197887118&as_sdt=2005&sciodt=2007&hl=en",95,"2023-12-28 21:36:16","","","","",,,,,8,8.00,1,6,1,"… Digitization is one of the most important conditions for IIoT to show its potential. The concept … ) helps IIoT realize digitization better. Typically, an objective such as a conveyor belt or tire …","https://ieeexplore.ieee.org/iel7/35/9800117/09799789.pdf","https://scholar.google.com/scholar?q=related:jlpDac3SlIMJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
1,"N Iwanycki Ahlstrand","Digitization of the Greenland Vascular Plant Herbarium as a Unique Research Infrastructure to Study Arctic Climate Change and Inform Nature Management",2023,"Collections","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/15501906231159027","https://scholar.google.com/scholar?cites=14587856766871992792&as_sdt=2005&sciodt=2007&hl=en",96,"2023-12-28 21:36:16","","10.1177/15501906231159027","","",,,,,1,1.00,1,1,1,"… Digitizing this invaluable botanical collection from Greenland allows us to make nearly … and will help promote the value of digitizing Arctic specimens maintained in natural history …","","https://scholar.google.com/scholar?q=related:2Pmuj3B6csoJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
11,"M Zarte, J Wermann, P Heeren…","Concept, challenges, and learning benefits developing an industry 4.0 learning factory with student projects",2019,"2019 IEEE 17th …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8972065/","https://scholar.google.com/scholar?cites=4031135954201947456&as_sdt=2005&sciodt=2007&hl=en",97,"2023-12-28 21:36:16","","","","",,,,,11,2.75,3,4,4,"… are required and expected from students to solve current problems for digitalization. One … ), and conveyor belts. The quality control is a combination of a conveyor belt equipped with a …","https://ieeexplore.ieee.org/iel7/8961950/8972012/08972065.pdf","https://scholar.google.com/scholar?q=related:QC2D38p48TcJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
28,"L Damiani, M Demartini, P Giribone…","Simulation and digital twin based design of a production line: A case study",2018,"Proceedings of the …","iaeng.org","https://www.iaeng.org/publication/IMECS2018/IMECS2018_pp782-786.pdf","https://scholar.google.com/scholar?cites=2534043801747092171&as_sdt=2005&sciodt=2007&hl=en",98,"2023-12-28 21:36:16","PDF","","","",,,,,28,5.60,7,4,5,"… Hence, it might be argued that digitalization and DT are primarily rooted in these countries. … of the conveyor path, the inclination angle for the first part of the conveyor belt was defined, …","https://www.iaeng.org/publication/IMECS2018/IMECS2018_pp782-786.pdf","https://scholar.google.com/scholar?q=related:y3JqaGm7KiMJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
9,"JB Mathiasen, H de Haas","Digitalization of shop floor management: in blissful ignorance of superfluous work",2021,"Journal of Industrial Integration and …","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S2424862221400029","https://scholar.google.com/scholar?cites=18056983659253102128&as_sdt=2005&sciodt=2007&hl=en",99,"2023-12-28 21:36:16","","10.1142/S2424862221400029","","",,,,,9,4.50,5,2,2,"… After each of the assembly lines, a conveyor belt transports the Żnish goods to the material handling department, where robots handle the palletizing and data registration. The data …","","https://scholar.google.com/scholar?q=related:MHbQ1PdKl_oJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"J Pitel', K Židek, V Modrák, A Hošovský","Learning Based on SmartTechLab for I4. 0",2022,"International Symposium on …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-14317-5_26","",100,"2023-12-28 21:36:16","","10.1007/978-3-031-14317-5_26","","",,,,,0,0.00,0,4,1,"… is the assembly line with conveyor belts in the closed-loop … and techniques of process digitalization a from the acquired … digitization, control and management of production processes. …","","https://scholar.google.com/scholar?q=related:UOqRExXANpIJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
2,"K Boakye, D Winters, S Simske","LITERATURE REVIEW AND CHALLENGES FOR THE ADAPTATION, IMPLEMENTATION OF DIGITIZATION, AND DATA ANALYTICS FOR OPERATIONAL …",,"researchgate.net","","https://www.researchgate.net/profile/Kwaku-Boakye-7/publication/361368558_LITERATURE_REVIEW_AND_CHALLENGES_FOR_THE_ADAPTATION_IMPLEMENTATION_OF_DIGITIZATION_AND_DATA_ANALYTICS_FOR_OPERATIONAL_EXCELLENCE_IN_THE_CEMENT_AND_AGGREGATE_PRODUCTION_INDUSTRY/links/62ac6ba0e1193368baa4b58b/LITERATURE-REVIEW-AND-CHALLENGES-FOR-THE-ADAPTATION-IMPLEMENTATION-OF-DIGITIZATION-AND-DATA-ANALYTICS-FOR-OPERATIONAL-EXCELLENCE-IN-THE-CEMENT-AND-AGGREGATE-PRODUCTION-INDUSTRY.pdf","https://scholar.google.com/scholar?cites=15847311452942417512&as_sdt=2005&sciodt=2007&hl=en",101,"2023-12-28 21:36:16","PDF","","","",,,,,2,0.00,1,3,,"… process now involves crushers, screens, and conveyor belts. Despite these advancements, the cement … Only recently has the evolution of digitization and predictive analytics occurred, a …","https://www.researchgate.net/profile/Kwaku-Boakye-7/publication/361368558_LITERATURE_REVIEW_AND_CHALLENGES_FOR_THE_ADAPTATION_IMPLEMENTATION_OF_DIGITIZATION_AND_DATA_ANALYTICS_FOR_OPERATIONAL_EXCELLENCE_IN_THE_CEMENT_AND_AGGREGATE_PRODUCTION_INDUSTRY/links/62ac6ba0e1193368baa4b58b/LITERATURE-REVIEW-AND-CHALLENGES-FOR-THE-ADAPTATION-IMPLEMENTATION-OF-DIGITIZATION-AND-DATA-ANALYTICS-FOR-OPERATIONAL-EXCELLENCE-IN-THE-CEMENT-AND-AGGREGATE-PRODUCTION-INDUSTRY.pdf","https://scholar.google.com/scholar?q=related:aL6cxc317NsJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
5,"FJ Knoll, V Czymmek","The German Vision of Industry 4.0 Applied in Organic Farming",2018,"… in Agriculture-Securing Food Supplies for …","books.google.com","https://books.google.com/books?hl=en&lr=&id=3WaQDwAAQBAJ&oi=fnd&pg=PA17&dq=digitization+of+conveyor+belts&ots=PrCn5AqNPQ&sig=DS7q2EE393X6FxgJ4Pn4XAETTGE","https://scholar.google.com/scholar?cites=9557583458458748595&as_sdt=2005&sciodt=2007&hl=en",102,"2023-12-28 21:36:16","","","","",,,,,5,1.00,3,2,5,"… With the advent of conveyor belts and electricity, the second industrial … digitization makes it possible to collect, store, analyze, and communicate large amounts of data. By digitizing farms…","https://www.intechopen.com/chapters/58805","https://scholar.google.com/scholar?q=related:s0aVaIRbo4QJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"H Ali Pour, A Kanojia","Industry 4.0: Digitalization",2022,"","diva-portal.org","https://www.diva-portal.org/smash/get/diva2:1670253/FULLTEXT03","",103,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,2,1,"… Even as earlier than one station assembled a whole vehicle, now the vehicles have been produced in partial steps at the conveyor belt - significantly quicker and at decrease value. …","https://www.diva-portal.org/smash/get/diva2:1670253/FULLTEXT03","https://scholar.google.com/scholar?q=related:Z8SFNt8TU3YJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"S Ritter","GE Grid System Block Mine​",2017,"","","","",104,"2023-12-28 21:36:16","CITATION","","","",,,,,0,0.00,0,1,6,"","","https://scholar.google.com/scholar?q=related:cD8F9v-sEcAJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
14,"V Lang, V Lang","Digitalization and digital transformation",2021,"Digital Fluency: Understanding the Basics of Artificial …","Springer","https://link.springer.com/chapter/10.1007/978-1-4842-6774-5_1","https://scholar.google.com/scholar?cites=6184075023481395136&as_sdt=2005&sciodt=2007&hl=en",105,"2023-12-28 21:36:16","","10.1007/978-1-4842-6774-5_1","","",,,,,14,7.00,7,2,2,"Digitalization is a technological trend that is reshaping all sectors of our industry and society today. It is considered a major and inexorable driving force of innovation and disruption that …","","https://scholar.google.com/scholar?q=related:wFf5Hng_0lUJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
3,"AA Khachaturyan","Digitalization of the economy: social threats",2022,"Resources and Environmental Economics","syncsci.com","https://www.syncsci.com/journal/REE/article/view/REE.2022.02.002","https://scholar.google.com/scholar?cites=18391975185245128112&as_sdt=2005&sciodt=2007&hl=en",106,"2023-12-28 21:36:16","","","","",,,,,3,3.00,3,1,1,"… A situation may arise when the workers released due to digitalization will become not only unemployed, but also generally inoperable. A global question arises-what to do with those, …","https://www.syncsci.com/journal/REE/article/download/REE.2022.02.002/673","https://scholar.google.com/scholar?q=related:sMVVcvxrPf8J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
76,"A Villalonga, G Beruvides, F Castano…","Cloud-based industrial cyber–physical system for data-driven reasoning: A review and use case on an industry 4.0 pilot line",2020,"IEEE Transactions on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8978483/","https://scholar.google.com/scholar?cites=11378278390895874717&as_sdt=2005&sciodt=2007&hl=en",107,"2023-12-28 21:36:16","","","","",,,,,76,25.33,19,4,3,"… of the digitalization paradigm is the digitalization of information … Finally, two conveyor belts are in charge of transporting the … Further down the two conveyor belts, an autonomous robot, …","https://ieeexplore.ieee.org/iel7/9424/4389054/08978483.pdf","https://scholar.google.com/scholar?q=related:nRLabOnD550J:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
15,"G Gauglitz","Lab 4.0: SiLA or OPC UA",2018,"Analytical and Bioanalytical Chemistry","Springer","https://link.springer.com/article/10.1007/s00216-018-1192-6","https://scholar.google.com/scholar?cites=16232634152949910873&as_sdt=2005&sciodt=2007&hl=en",108,"2023-12-28 21:36:16","HTML","10.1007/s00216-018-1192-6","","",,,,,15,3.00,15,1,5,"… : the digitized lab … for digitizing the processes within the lab. Some of you might have seen central labs in hospitals where analytical equipment is arranged along a kind of conveyor belt …","https://link.springer.com/article/10.1007/s00216-018-1192-6","https://scholar.google.com/scholar?q=related:WQ10B8LmReEJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
1,"F Bartknecht, M Siegfried…","Sensors solutions and predictive maintenance tools to decrease kiln and conveyor belt downtime",2019,"2019 IEEE-IAS/PCA …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8729094/","https://scholar.google.com/scholar?cites=8401309460637198050&as_sdt=2005&sciodt=2007&hl=en",109,"2023-12-28 21:36:16","","","","",,,,,1,0.25,0,3,4,"… sectors – for example, automotive, consumer goods, IT, banking, or pharmaceuticals – the cement industry has been considered to be rather conservative with regards to digitalization …","https://ieeexplore.ieee.org/iel7/8725960/8729090/08729094.pdf","https://scholar.google.com/scholar?q=related:4qZoQXFyl3QJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
16,"W de Paula Ferreira, A Palaniappan, F Armellini…","Linking industry 4.0, learning factory and simulation: Testbeds and proof-of-concept experiments",2021,"Artificial Intelligence in …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-61045-6_7","https://scholar.google.com/scholar?cites=3239986278759057855&as_sdt=2005&sciodt=2007&hl=en",110,"2023-12-28 21:36:16","","10.1007/978-3-030-61045-6_7","","",,,,,16,8.00,4,4,2,"… and to promote the digitalization of manufacturing companies. … incrementally tend to move towards digitalization. Moreover, it … with several sensors, a conveyor belt, an RFID system, and …","","https://scholar.google.com/scholar?q=related:v8mStlq-9iwJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"I Prado, W Feng","Open Process Distributed Automation using IEC 61499",2022,"2022 ASEE Annual Conference &Exposition","peer.asee.org","https://peer.asee.org/open-process-distributed-automation-using-iec-61499","",111,"2023-12-28 21:36:16","HTML","","","",,,,,0,0.00,0,2,1,"… Many industries are struggling with these digitalization issues… Punching Machine and Conveyor system. Following a … Pi, one specified for the conveyor belt movement and the other for …","https://peer.asee.org/open-process-distributed-automation-using-iec-61499","https://scholar.google.com/scholar?q=related:ZNgWU_5W7PUJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
31,"FH Pitts, AC Dinerstein","Corbynism's conveyor belt of ideas: Postcapitalism and the politics of social reproduction",2017,"Capital &Class","journals.sagepub.com","https://journals.sagepub.com/doi/abs/10.1177/0309816817734487","https://scholar.google.com/scholar?cites=3778986818111518216&as_sdt=2005&sciodt=2007&hl=en",112,"2023-12-28 21:36:16","","10.1177/0309816817734487","","",,,,,31,5.17,16,2,6,"… Awestruck by the potential for technological progress to deliver an automated post-work society, the ‘postcapitalist’ tendency has acted as a conveyor belt translating radical ideas into …","https://journals.sagepub.com/doi/full/10.1177/0309816817734487","https://scholar.google.com/scholar?q=related:CLZrOH2ocTQJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
0,"P STEPANIC, R RADISA, A RAKIC, J VIDAKOVIC…","Automation of Furnaces for Metal Heat Treatment: Cases of Vacuum Furnace and Conveyor Belt Furnace with Protective Atmosphere",,"jmait.org","","http://jmait.org/wp-content/uploads/JMAIT-Vol-6-3-11-16.pdf","",113,"2023-12-28 21:36:16","PDF","","","",,,,,0,0.00,0,5,,"… of production through factory automation digitalization and provides a guiding vision … for metal heat treatment, vacuum furnace and conveyor belt furnace with protective atmosphere, is …","http://jmait.org/wp-content/uploads/JMAIT-Vol-6-3-11-16.pdf","https://scholar.google.com/scholar?q=related:SW2LLUfrlDoJ:scholar.google.com/&scioq=digitization+of+conveyor+belts&hl=en&as_sdt=2007&as_ylo=2017&as_yhi=2023"
